id,title,title_en,chapters,publishing,published_from,published_to,score,scored_by,members,favorites,Action,Adventure,Avant_Garde,Award_Winning,Boys_Love,Comedy,Drama,Fantasy,Girls_Love,Gourmet,Horror,Mystery,Romance,Sci_Fi,Slice_of_Life,Sports,Supernatural,Suspense,Ecchi,Erotica,Josei,Kids,Seinen,Shoujo,Shounen
87273,Shoujo Shikkaku,,9,FALSE,1/17/2015,3/18/2016,5.53,688,1877,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87274,Mikansei Girl,,7,FALSE,1/18/2014,7/18/2014,6.59,109,323,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87281,Unlucky Boy Undead Girl,,1,FALSE,1/9/2015,,7.26,2637,4398,28,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
87287,Diabolik Lovers: Anime Koushiki Anthology,,12,FALSE,2/13/2014,,6.6,256,1016,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
87292,Love Rerun,,10,FALSE,6/25/2014,11/25/2015,7.02,476,1386,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
87302,Ayashi-ya,,59,FALSE,2/10/2012,5/12/2017,7.11,189,714,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
87303,Gamers!,,66,FALSE,3/20/2015,10/19/2019,7.47,780,5343,76,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
87306,Hinadori no Waltz,,58,FALSE,12/20/2014,5/2/2017,7.07,720,2971,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
87354,"Onegai, Sore wo Yamenaide","Please, I Just Want It More",20,FALSE,3/7/2015,10/8/2016,6.96,236,707,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
87355,Sweet HR: Minami-sensei no Himitsu no Houkago,,10,FALSE,2/6/2015,11/7/2015,6.96,196,657,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
87363,Minori no Te,Minori's Hand,8,FALSE,12/1/2013,1/1/2014,7.08,3380,6923,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
87365,Do Do Do S-kyuu Kareshi,,6,FALSE,10/10/2012,,6.56,227,696,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
87375,High School DxD DX,,0,TRUE,9/17/2011,,7.87,531,2485,40,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
87389,Haitoku no Niwa,Immoral garden,4,FALSE,10/30/2014,7/30/2015,5.95,268,530,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
87397,Shiori Experience: Jimi na Watashi to Hen na Ojisan,,0,TRUE,10/25/2013,,8.36,2755,15307,469,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
87403,My Beautiful World,My Beautiful World,68,FALSE,11/15/2013,7/3/2015,7.58,1260,3689,36,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
87404,"Baito-saki wa ""Aku no Soshiki""!?","Part-time job is ""evil organization""!?",27,FALSE,7/19/2012,9/12/2014,7.23,1841,3666,24,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
87416,"Hana ni, Kamitsuku",,10,FALSE,3/13/2015,11/13/2015,6.59,265,1123,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
87422,Lip ni Shadow,,6,FALSE,3/13/2015,5/13/2015,6.63,416,1215,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
87456,Boku wa Kimi no Shiro,,1,FALSE,12/24/2014,,7.04,966,1734,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
87466,Henjo: Hen na Joshikousei Amaguri Senko,,0,TRUE,9/28/2012,,7.08,3625,16667,160,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
87469,Number Call,,6,FALSE,11/30/2013,6/30/2014,7.48,2641,5311,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
87471,Mikami-kun no Himitsu,,1,FALSE,10/1/2014,,6.9,601,1118,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
87472,Zannen nagara Chigaimasu.,,1,FALSE,12/10/2014,,3.06,1233,1724,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
87473,Bocchan to Osawagase Maid,,1,FALSE,10/18/2012,,6.54,307,592,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87490,"Suki ni Naranai yo, Senpai","I won't ever like you, My senpai.",17,FALSE,3/13/2015,6/13/2016,6.82,3308,10324,40,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
87495,Kuchibiru ni Uta wo: 15-nengo no Kimi e,,1,FALSE,2/20/2015,,6.76,352,629,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
87498,Tatakau Panya to Automaton Waitress,The Combat Baker and Automaton Waitress,100,FALSE,4/1/2015,11/1/2019,7.15,156,1243,13,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87501,I Love You yori Aishiteru,,5,FALSE,7/30/2013,7/30/2014,7.32,1758,3569,25,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
87504,Tousaku Shoujo Shoukougun,,7,FALSE,10/20/2013,2/1/2015,6.7,177,441,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
87505,Okujou no Yurirei-san Side A: Mou Hitotsu no Yuritopia,Kindred Spirits on the Roof,4,FALSE,4/30/2015,,7.04,746,2551,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
87506,Okujou no Yurirei-san Side B: Nakayoshi Quiz,Kindred Spirits on the Roof,5,FALSE,4/30/2015,,7.08,352,1018,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
87515,Mie Hariatte Surechigai,,6,FALSE,4/22/2010,2/22/2011,6.52,164,397,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
87528,Kiss wa Owari de Hajimari de,,4,FALSE,10/8/2012,,6.82,241,442,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87536,"Kurai Mori, Shiroi Michi",,6,FALSE,2/10/2011,12/12/2011,6.81,431,842,8,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87581,Type-Moon Gakuen: Chibichuki!,,0,TRUE,9/10/2013,,7.29,166,1565,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87587,La La La Hallelujah!,,10,FALSE,4/3/2014,12/27/2014,6.6,133,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
87601,Spirit Migration,,0,FALSE,12/20/2013,7/22/2016,7.15,136,645,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87609,Tensei shitara Slime Datta Ken,That Time I Got Reincarnated as a Slime,0,TRUE,3/26/2015,,8.39,48610,117266,5715,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
87610,Tensei shitara Slime Datta Ken,That Time I Got Reincarnated as a Slime,0,TRUE,5/30/2014,,8.5,13396,34784,1894,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87612,Nemuri no Fuchi,,14,FALSE,2/9/2013,12/9/2013,5.82,895,2374,7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
87613,Mashita no Fudanshi-kun,The Downstairs Resident Is Mr. Fudanshi,0,TRUE,1/7/2014,,7.17,694,2450,9,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
87623,Pray for Japan,,0,FALSE,5/5/2011,,7.1,180,960,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87625,Hana to Hina wa Houkago,Hana & Hina After School,19,FALSE,4/22/2015,11/25/2016,7.63,2253,4872,54,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
87637,Hai to Gensou no Grimgar,Grimgar of Fantasy and Ash,16,FALSE,4/22/2015,6/22/2016,7.19,1318,7048,69,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
87640,Hibike! Euphonium: Kitauji Koukou Suisougaku-bu e Youkoso,,19,FALSE,11/28/2014,10/30/2015,7.37,126,1332,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87647,Chiyo-chan no Yomeiri,,3,FALSE,8/16/2014,2/1/2015,7.17,750,1500,3,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
87648,Kuchibiru ni Kimi no Iro,Your Color on Lip,7,FALSE,10/10/2014,10/10/2015,7.51,2076,5445,51,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
87654,Stigmata: Seikon Sousa,,6,FALSE,4/23/2014,12/24/2014,7.62,330,863,17,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
87659,Koi wa Hikari,,42,FALSE,10/19/2013,9/19/2017,6.91,485,2160,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
87662,Eiyuu Kyoushitsu: Honoo no Empress,Class Room✿For Heroes: Empress of Flame,7,FALSE,2/19/2015,8/19/2015,6.51,3284,6167,7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
87670,Kiriko,,5,FALSE,8/25/2014,12/25/2014,5.66,2692,5437,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
87678,High☆Speed!,,8,FALSE,8/14/2015,,7.07,349,1261,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
87687,Ouja no Yuugi,,34,FALSE,7/21/2012,5/21/2015,6.88,115,426,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
87698,Seifuku no Vampiress Lord,,28,FALSE,8/22/2014,4/22/2017,7.39,1318,3530,44,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
87712,Warau Ishi,Supernatural: A Laughing Stone Ghost,15,FALSE,11/8/2014,1/9/2016,6.64,212,1106,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
87714,Naruto Jinraiden: Okami no Naku Hi,,6,FALSE,11/2/2012,,7.12,537,1943,19,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
87719,Alice or Alice: Siscon Niisan to Futago no Imouto,,0,TRUE,9/27/2013,,6.49,157,1030,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
87725,God Mazinger,,0,FALSE,4/1/1984,8/1/1984,6.4,191,573,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87730,Kozue-chan no Koukan Nikki,,1,FALSE,2/13/2014,,6.57,297,546,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
87813,Takane to Hana,Takane & Hana,115,FALSE,6/5/2014,7/20/2020,7.94,8024,27682,705,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
87835,Honey VS,,1,FALSE,6/6/2012,,5.89,200,481,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
87837,Itezuru,,14,FALSE,12/10/1974,1/25/1980,7.45,236,659,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
87844,The Fable,The Fable,240,FALSE,11/1/2014,11/18/2019,8.43,8000,29652,786,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
87845,Now Playing,Now Playing,32,FALSE,11/20/2014,4/21/2016,7.13,126,873,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87866,Naruto Gaiden: Nanadaime Hokage to Akairo no Hanatsuzuki,Naruto: The Seventh Hokage and the Scarlet Spring,10,FALSE,4/27/2015,7/6/2015,7.17,30873,47221,501,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
87900,Ii Kankei de Komatteru,"So Convenient, It's a Problem",9,FALSE,1/19/2006,6/28/2013,6.66,190,410,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
87921,Bakemono no Ko,The Boy and The Beast,20,FALSE,4/25/2015,11/26/2016,7.56,815,2811,27,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
87922,Hyakuman-jou Labyrinth,,23,FALSE,5/10/2013,3/10/2015,7.38,1312,4502,33,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
87934,Dorobou to Hatsukoi,A Thief and First Love,7,FALSE,4/9/2011,12/10/2012,7.06,473,877,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
87937,Aikawa-ke no Kontontaru Mirai,,1,FALSE,12/24/2014,,6.85,151,629,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
87953,Shousetsu Akatsuki no Yona: Onaji Tsuki no Shita de,,8,FALSE,3/20/2015,,8.41,2957,12390,333,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
87960,Kitto Kiss wo Suru Toki,,10,FALSE,3/20/2015,9/21/2016,7.29,1918,4096,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
87962,Hinako Note,,68,FALSE,8/27/2014,1/27/2021,7.03,309,1763,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
87969,Hananusubito,,6,FALSE,9/21/2013,7/22/2014,6.42,578,1084,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
87986,"Atashi, Kiss shita.",I kissed you just now.,8,FALSE,3/24/2015,7/23/2016,7.11,1597,3997,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
87987,Gokiburi Buster,,1,FALSE,3/20/2015,,7.08,2914,5067,13,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
87996,Robotics;Notes: Senomiya Misaki no Mihappyou Shuki,,8,FALSE,11/27/2012,6/27/2013,6.86,130,467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
88015,Henshin no News,,9,FALSE,12/22/2011,8/22/2012,7.13,945,3885,27,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
88030,Gion no Tsugai,,13,FALSE,3/27/2015,11/27/2016,6.2,336,904,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
88032,Magazine Ohanami!!,,1,FALSE,4/1/2015,,5.95,530,1380,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
88036,Perfect Kareshi,Perfect Boyfriend,10,FALSE,4/30/2011,8/12/2013,6.88,604,1414,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
88045,Shinka no Mi: Shiranai Uchi ni Kachigumi Jinsei,"The Fruit of Evolution: Before I Knew It, My Life Had It Made!",0,TRUE,9/30/2014,,7.03,914,5351,53,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88057,Koishirazu,You Don't Know What Love Is,7,FALSE,7/28/2011,,6.63,108,264,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
88071,Rookies: Yume no Tsuzuki,,1,FALSE,5/28/2009,,7.24,544,1042,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
88072,Kedamono ni Lollipop,,9,FALSE,8/9/2014,2/10/2016,6.82,137,614,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
88075,"4-gatsu no Kimi, Spica.",,53,FALSE,1/5/2015,6/20/2017,6.95,365,1431,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
88084,Yu☆Gi☆Oh!,,4,FALSE,9/3/1999,,7.33,433,1226,94,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
88087,Nanika Ii no Mitsuketa!,Found Something Good!,6,FALSE,8/1/2013,4/1/2014,6.41,642,1500,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
88100,Batman,Bat-Manga!,53,FALSE,4/1/1966,3/1/1967,6.55,184,693,17,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
88102,Tsukinowaguma Koroshiya,,1,FALSE,1/1/2002,,6.56,129,253,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88103,Crochet Rest,,1,FALSE,12/30/2014,,6.75,731,1363,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
88110,Fate/stay night: Heaven's Feel,,0,TRUE,5/2/2015,,8.06,1770,7673,166,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
88122,Egoistic Trap,,6,FALSE,6/9/2010,6/7/2013,6.8,222,604,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
88131,Igai: The Play Dead/Alive,Hour of the Zombie,46,FALSE,1/18/2014,5/19/2018,6.29,571,2069,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
88137,Dekichatta Shitsuji,,7,FALSE,4/6/2013,11/7/2013,6.43,302,902,2,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
88142,Udon no Kuni no Kiniro Kemari,,72,FALSE,6/21/2012,2/15/2019,7.34,295,2112,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
88147,Boku to Kotori-chan,,17,FALSE,4/22/2013,10/22/2014,6.54,863,1702,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
88152,Yuri na Watashi to Akuma na Kanojo(?),,11,FALSE,5/2/2015,5/2/2016,6.22,2600,4868,21,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
88154,Torawareta Amai Kemono-tachi,,6,FALSE,4/27/2013,,6.54,122,319,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
88168,Taki Takanosuke no Sanpo Jikan,,21,FALSE,3/19/2015,12/19/2016,7.31,424,926,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
88228,Karadasagashi,,153,FALSE,9/26/2014,12/8/2017,7.46,1124,6086,75,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
88229,Mononoke: Umibouzu,,13,FALSE,9/25/2013,11/25/2014,7.37,109,869,2,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0
88230,Shishi,,4,FALSE,4/26/2013,10/26/2013,6.44,199,403,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
88233,Chotto Kaettekita Dr. Slump,,40,FALSE,2/1/1993,9/1/1996,6.78,127,638,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
88234,Hello Again,,6,FALSE,9/30/2014,7/30/2015,7.19,1563,3541,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88235,Sore wo Koigokoro to Yobu no nara,,6,FALSE,5/7/2014,11/7/2014,7.3,2437,5045,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88246,Maken no Daydreamer,,0,FALSE,4/24/2014,9/21/2018,7.08,133,686,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88252,Usotsuki na Pierce,,1,FALSE,2/24/2015,,6.9,1074,1942,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
88296,Mukidashi no Koi,,6,FALSE,9/30/2013,6/30/2014,6.87,780,1820,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
88298,Satori-kun to Tsundere-kun,,6,FALSE,2/27/2015,1/29/2016,6.83,110,459,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
88303,Kyouai Catastrophe,,12,FALSE,5/22/2014,5/22/2015,6.68,262,891,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
88314,Sabita Yoru demo Koi wa Sasayaku,,5,FALSE,7/14/2014,10/14/2014,7.65,4336,8929,61,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
88315,Sick,Sick,7,FALSE,12/24/2013,12/24/2014,7.33,7294,14593,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
88320,Chihou Kishi Hans no Junan,The Ordeals of Regional Knight Hans,54,FALSE,3/25/2015,1/27/2020,6.94,1491,4351,5,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88327,"Kichiku, Encount",,7,FALSE,11/24/2013,7/24/2014,7.17,2899,5637,38,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
88336,Sakura,,16,FALSE,1/27/2014,,7.06,117,822,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
88340,Aioimusubi,,13,FALSE,11/30/2013,9/30/2015,6.83,769,2132,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
88342,BxP Anx,,8,FALSE,1/1/2009,1/1/2012,6.48,204,461,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
88343,Doutei Dou Deshou,How do you like cherry boy?,6,FALSE,8/10/2013,,6.58,610,1131,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
88344,Tetsuo: The Bullet Man,,9,FALSE,12/11/2010,8/12/2011,6.12,147,463,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
88345,Kininaru Ano Ko,,5,FALSE,7/31/2013,12/28/2013,6.76,491,1066,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
88347,Fate/Labyrinth,,7,FALSE,4/10/2015,6/10/2015,6.72,148,1029,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
88349,Persona 4: The Ultimax Ultra Suplex Hold,Persona 4 Arena Ultimax,35,FALSE,6/27/2015,4/27/2018,7.29,162,727,12,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
88351,Dragon's Crown,Dragon's Crown,14,FALSE,11/9/2013,11/10/2014,6.47,268,1069,5,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
88354,Oogiri,,9,FALSE,11/1/2014,2/4/2015,6.76,1542,3411,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
88357,Okite Saisho ni Suru Koto wa,First Thing I Do When I Wake Up.,5,FALSE,9/30/2013,1/7/2015,6.58,670,1254,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
88363,Sore wa Marude Yume no Youna,,1,FALSE,12/13/2014,,7.1,346,653,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
88379,Ningen-domo Atsumare!,,13,FALSE,1/25/1967,7/24/1968,7.56,117,234,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
88390,Yuusha-tachi,,8,FALSE,3/6/2015,10/17/2018,6.8,2048,4695,11,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
88393,Mata Ashita,,13,FALSE,12/27/2014,12/1/2015,7.34,790,1987,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
88408,Maria no Shiro,,10,FALSE,4/15/2014,2/14/2015,6.49,504,1227,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
88425,Eikyuu Shimei Onegaishimasu!,,0,TRUE,1/1/2013,,7.07,102,621,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
88427,Frau Faust,Frau Faust,20,FALSE,10/7/2014,12/7/2017,7.29,816,3748,48,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
88430,Ashita no 3600-byou,,19,FALSE,4/13/2015,9/13/2018,7.21,302,1327,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
